inputFiles	predictedValues
features_and_scores_qoes_uhdtv/exp299.csv	5.000000
features_and_scores_qoes_uhdtv/exp300.csv	5.000000
features_and_scores_qoes_uhdtv/exp301.csv	5.000000
features_and_scores_qoes_uhdtv/exp303.csv	2.408585
features_and_scores_qoes_uhdtv/exp304.csv	3.842633
features_and_scores_qoes_uhdtv/exp308.csv	5.000000
features_and_scores_qoes_uhdtv/exp309.csv	4.080851
features_and_scores_qoes_uhdtv/exp313.csv	2.932436
features_and_scores_qoes_uhdtv/exp318.csv	3.640492
features_and_scores_qoes_uhdtv/exp320.csv	3.640492
features_and_scores_qoes_uhdtv/exp323.csv	1.916911
features_and_scores_qoes_uhdtv/exp324.csv	3.093195
features_and_scores_qoes_uhdtv/exp327.csv	3.631116
features_and_scores_qoes_uhdtv/exp332.csv	1.965569
features_and_scores_qoes_uhdtv/exp333.csv	3.731042
features_and_scores_qoes_uhdtv/exp336.csv	4.061463
features_and_scores_qoes_uhdtv/exp338.csv	4.061463
features_and_scores_qoes_uhdtv/exp339.csv	1.885341
features_and_scores_qoes_uhdtv/exp349.csv	2.865723
features_and_scores_qoes_uhdtv/exp351.csv	3.216208
features_and_scores_qoes_uhdtv/exp352.csv	4.676820
features_and_scores_qoes_uhdtv/exp358.csv	2.593987
features_and_scores_qoes_uhdtv/exp367.csv	5.000000
features_and_scores_qoes_uhdtv/exp370.csv	5.000000
features_and_scores_qoes_uhdtv/exp371.csv	5.000000
features_and_scores_qoes_uhdtv/exp373.csv	5.000000
features_and_scores_qoes_uhdtv/exp378.csv	5.000000
features_and_scores_qoes_uhdtv/exp379.csv	5.000000
features_and_scores_qoes_uhdtv/exp381.csv	5.000000
features_and_scores_qoes_uhdtv/exp383.csv	5.000000
features_and_scores_qoes_uhdtv/exp389.csv	5.000000
features_and_scores_qoes_uhdtv/exp390.csv	5.000000
features_and_scores_qoes_uhdtv/exp395.csv	5.000000
features_and_scores_qoes_uhdtv/exp397.csv	5.000000
features_and_scores_qoes_uhdtv/exp399.csv	5.000000
features_and_scores_qoes_uhdtv/exp403.csv	5.000000
features_and_scores_qoes_uhdtv/exp410.csv	5.000000
features_and_scores_qoes_uhdtv/exp414.csv	5.000000
features_and_scores_qoes_uhdtv/exp419.csv	5.000000
features_and_scores_qoes_uhdtv/exp421.csv	4.568127
features_and_scores_qoes_uhdtv/exp422.csv	3.897494
features_and_scores_qoes_uhdtv/exp424.csv	5.000000
features_and_scores_qoes_uhdtv/exp428.csv	5.000000
features_and_scores_qoes_uhdtv/exp445.csv	5.000000
features_and_scores_qoes_uhdtv/exp448.csv	4.389742
